Source,Target,Type,Pokemon Type 
Spinarak,Burmy,Undirected,Bug
Spinarak,WormadamPlant Cloak,Undirected,Bug
Spinarak,WormadamSandy Cloak,Undirected,Bug
Spinarak,WormadamTrash Cloak,Undirected,Bug
Spinarak,Mothim,Undirected,Bug
Spinarak,Combee,Undirected,Bug
Spinarak,Vespiquen,Undirected,Bug
Spinarak,Skorupi,Undirected,Bug
Spinarak,Yanmega,Undirected,Bug
Spinarak,Sewaddle,Undirected,Bug
Spinarak,Swadloon,Undirected,Bug
Spinarak,Leavanny,Undirected,Bug
Spinarak,Venipede,Undirected,Bug
Spinarak,Whirlipede,Undirected,Bug
Spinarak,Scolipede,Undirected,Bug
Spinarak,Dwebble,Undirected,Bug
Spinarak,Crustle,Undirected,Bug
Spinarak,Karrablast,Undirected,Bug
Spinarak,Escavalier,Undirected,Bug
Spinarak,Joltik,Undirected,Bug
Spinarak,Galvantula,Undirected,Bug
Spinarak,Shelmet,Undirected,Bug
Spinarak,Accelgor,Undirected,Bug
Spinarak,Durant,Undirected,Bug
Spinarak,Larvesta,Undirected,Bug
Spinarak,Volcarona,Undirected,Bug
Spinarak,Genesect,Undirected,Bug
Spinarak,Scatterbug,Undirected,Bug
Spinarak,Spewpa,Undirected,Bug
Spinarak,Vivillon,Undirected,Bug
Ariados,Yanma,Undirected,Bug
Ariados,Pineco,Undirected,Bug
Ariados,Forretress,Undirected,Bug
Ariados,Scizor,Undirected,Bug
Ariados,ScizorMega Scizor,Undirected,Bug
Ariados,Shuckle,Undirected,Bug
Ariados,Heracross,Undirected,Bug
Ariados,HeracrossMega Heracross,Undirected,Bug
Ariados,Wurmple,Undirected,Bug
Ariados,Silcoon,Undirected,Bug
Ariados,Beautifly,Undirected,Bug
Ariados,Cascoon,Undirected,Bug
Ariados,Dustox,Undirected,Bug
Ariados,Surskit,Undirected,Bug
Ariados,Masquerain,Undirected,Bug
Ariados,Nincada,Undirected,Bug
Ariados,Ninjask,Undirected,Bug
Ariados,Shedinja,Undirected,Bug
Ariados,Volbeat,Undirected,Bug
Ariados,Illumise,Undirected,Bug
Ariados,Anorith,Undirected,Bug
Ariados,Armaldo,Undirected,Bug
Ariados,Kricketot,Undirected,Bug
Ariados,Kricketune,Undirected,Bug
Ariados,Burmy,Undirected,Bug
Ariados,WormadamPlant Cloak,Undirected,Bug
Ariados,WormadamSandy Cloak,Undirected,Bug
Ariados,WormadamTrash Cloak,Undirected,Bug
Ariados,Mothim,Undirected,Bug
Ariados,Combee,Undirected,Bug
Ariados,Vespiquen,Undirected,Bug
Ariados,Skorupi,Undirected,Bug
Ariados,Yanmega,Undirected,Bug
Ariados,Sewaddle,Undirected,Bug
Ariados,Swadloon,Undirected,Bug
Ariados,Leavanny,Undirected,Bug
Ariados,Venipede,Undirected,Bug
Ariados,Whirlipede,Undirected,Bug
Ariados,Scolipede,Undirected,Bug
Ariados,Dwebble,Undirected,Bug
Ariados,Crustle,Undirected,Bug
Ariados,Karrablast,Undirected,Bug
Ariados,Escavalier,Undirected,Bug
Ariados,Joltik,Undirected,Bug
Ariados,Galvantula,Undirected,Bug
Ariados,Shelmet,Undirected,Bug
Ariados,Accelgor,Undirected,Bug
Ariados,Durant,Undirected,Bug
Ariados,Larvesta,Undirected,Bug
Ariados,Volcarona,Undirected,Bug
Ariados,Genesect,Undirected,Bug
Ariados,Scatterbug,Undirected,Bug
Ariados,Spewpa,Undirected,Bug
Ariados,Vivillon,Undirected,Bug
Yanma,Pineco,Undirected,Bug
Yanma,Forretress,Undirected,Bug
Yanma,Scizor,Undirected,Bug
Yanma,ScizorMega Scizor,Undirected,Bug
Yanma,Shuckle,Undirected,Bug
Yanma,Heracross,Undirected,Bug
Yanma,HeracrossMega Heracross,Undirected,Bug
Yanma,Wurmple,Undirected,Bug
Yanma,Silcoon,Undirected,Bug
Yanma,Beautifly,Undirected,Bug
Yanma,Cascoon,Undirected,Bug
Yanma,Dustox,Undirected,Bug
Yanma,Surskit,Undirected,Bug
Yanma,Masquerain,Undirected,Bug
Yanma,Nincada,Undirected,Bug
Yanma,Ninjask,Undirected,Bug
Yanma,Shedinja,Undirected,Bug
Yanma,Volbeat,Undirected,Bug
Yanma,Illumise,Undirected,Bug
Yanma,Anorith,Undirected,Bug
Yanma,Armaldo,Undirected,Bug
Yanma,Kricketot,Undirected,Bug
Yanma,Kricketune,Undirected,Bug
Yanma,Burmy,Undirected,Bug
Yanma,WormadamPlant Cloak,Undirected,Bug
Yanma,WormadamSandy Cloak,Undirected,Bug
Yanma,WormadamTrash Cloak,Undirected,Bug
Yanma,Mothim,Undirected,Bug
Yanma,Combee,Undirected,Bug
Yanma,Vespiquen,Undirected,Bug
Yanma,Skorupi,Undirected,Bug
Yanma,Yanmega,Undirected,Bug
Yanma,Sewaddle,Undirected,Bug
Yanma,Swadloon,Undirected,Bug
Yanma,Leavanny,Undirected,Bug
Yanma,Venipede,Undirected,Bug
Yanma,Whirlipede,Undirected,Bug
Yanma,Scolipede,Undirected,Bug
Yanma,Dwebble,Undirected,Bug
Yanma,Crustle,Undirected,Bug
Yanma,Karrablast,Undirected,Bug
Yanma,Escavalier,Undirected,Bug
Yanma,Joltik,Undirected,Bug
Yanma,Galvantula,Undirected,Bug
Yanma,Shelmet,Undirected,Bug
Yanma,Accelgor,Undirected,Bug
Yanma,Durant,Undirected,Bug
Yanma,Larvesta,Undirected,Bug
Yanma,Volcarona,Undirected,Bug
Yanma,Genesect,Undirected,Bug
Yanma,Scatterbug,Undirected,Bug
Yanma,Spewpa,Undirected,Bug
Yanma,Vivillon,Undirected,Bug
Pineco,Forretress,Undirected,Bug
Pineco,Scizor,Undirected,Bug
Pineco,ScizorMega Scizor,Undirected,Bug
Pineco,Shuckle,Undirected,Bug
Pineco,Heracross,Undirected,Bug
Pineco,HeracrossMega Heracross,Undirected,Bug
Pineco,Wurmple,Undirected,Bug
Pineco,Silcoon,Undirected,Bug
Pineco,Beautifly,Undirected,Bug
Pineco,Cascoon,Undirected,Bug
Pineco,Dustox,Undirected,Bug
Pineco,Surskit,Undirected,Bug
Pineco,Masquerain,Undirected,Bug
Pineco,Nincada,Undirected,Bug
Pineco,Ninjask,Undirected,Bug
Pineco,Shedinja,Undirected,Bug
Pineco,Volbeat,Undirected,Bug
Pineco,Illumise,Undirected,Bug
Pineco,Anorith,Undirected,Bug
Pineco,Armaldo,Undirected,Bug
Pineco,Kricketot,Undirected,Bug
Pineco,Kricketune,Undirected,Bug
Pineco,Burmy,Undirected,Bug
Pineco,WormadamPlant Cloak,Undirected,Bug
Pineco,WormadamSandy Cloak,Undirected,Bug
Pineco,WormadamTrash Cloak,Undirected,Bug
Pineco,Mothim,Undirected,Bug
Pineco,Combee,Undirected,Bug
Pineco,Vespiquen,Undirected,Bug
Pineco,Skorupi,Undirected,Bug
Pineco,Yanmega,Undirected,Bug
Pineco,Sewaddle,Undirected,Bug
Pineco,Swadloon,Undirected,Bug
Pineco,Leavanny,Undirected,Bug
Pineco,Venipede,Undirected,Bug
Pineco,Whirlipede,Undirected,Bug
Pineco,Scolipede,Undirected,Bug
Pineco,Dwebble,Undirected,Bug
Pineco,Crustle,Undirected,Bug
Pineco,Karrablast,Undirected,Bug
Pineco,Escavalier,Undirected,Bug
Pineco,Joltik,Undirected,Bug
Pineco,Galvantula,Undirected,Bug
Pineco,Shelmet,Undirected,Bug
Pineco,Accelgor,Undirected,Bug
Pineco,Durant,Undirected,Bug
Pineco,Larvesta,Undirected,Bug
Pineco,Volcarona,Undirected,Bug
Pineco,Genesect,Undirected,Bug
Pineco,Scatterbug,Undirected,Bug
Pineco,Spewpa,Undirected,Bug
Pineco,Vivillon,Undirected,Bug
Forretress,Scizor,Undirected,Bug
Forretress,ScizorMega Scizor,Undirected,Bug
Forretress,Shuckle,Undirected,Bug
Forretress,Heracross,Undirected,Bug
Forretress,HeracrossMega Heracross,Undirected,Bug
Forretress,Wurmple,Undirected,Bug
Forretress,Silcoon,Undirected,Bug
Forretress,Beautifly,Undirected,Bug
Forretress,Cascoon,Undirected,Bug
Forretress,Dustox,Undirected,Bug
Forretress,Surskit,Undirected,Bug
Forretress,Masquerain,Undirected,Bug
Forretress,Nincada,Undirected,Bug
Forretress,Ninjask,Undirected,Bug
Forretress,Shedinja,Undirected,Bug
Forretress,Volbeat,Undirected,Bug
Forretress,Illumise,Undirected,Bug
Forretress,Anorith,Undirected,Bug
Forretress,Armaldo,Undirected,Bug
Forretress,Kricketot,Undirected,Bug
Forretress,Kricketune,Undirected,Bug
Forretress,Burmy,Undirected,Bug
Forretress,WormadamPlant Cloak,Undirected,Bug
Forretress,WormadamSandy Cloak,Undirected,Bug
Forretress,WormadamTrash Cloak,Undirected,Bug
Forretress,Mothim,Undirected,Bug
Forretress,Combee,Undirected,Bug
Forretress,Vespiquen,Undirected,Bug
Forretress,Skorupi,Undirected,Bug
Forretress,Yanmega,Undirected,Bug
Forretress,Sewaddle,Undirected,Bug
Forretress,Swadloon,Undirected,Bug
Forretress,Leavanny,Undirected,Bug
Forretress,Venipede,Undirected,Bug
Forretress,Whirlipede,Undirected,Bug
Forretress,Scolipede,Undirected,Bug
Forretress,Dwebble,Undirected,Bug
Forretress,Crustle,Undirected,Bug
Forretress,Karrablast,Undirected,Bug
Forretress,Escavalier,Undirected,Bug
Forretress,Joltik,Undirected,Bug
Forretress,Galvantula,Undirected,Bug
Forretress,Shelmet,Undirected,Bug
Forretress,Accelgor,Undirected,Bug
Forretress,Durant,Undirected,Bug
Forretress,Larvesta,Undirected,Bug
Forretress,Volcarona,Undirected,Bug
Forretress,Genesect,Undirected,Bug
Forretress,Scatterbug,Undirected,Bug
Forretress,Spewpa,Undirected,Bug
Forretress,Vivillon,Undirected,Bug
Scizor,ScizorMega Scizor,Undirected,Bug
Scizor,Shuckle,Undirected,Bug
Scizor,Heracross,Undirected,Bug
Scizor,HeracrossMega Heracross,Undirected,Bug
Scizor,Wurmple,Undirected,Bug
Scizor,Silcoon,Undirected,Bug
Scizor,Beautifly,Undirected,Bug
Scizor,Cascoon,Undirected,Bug
Scizor,Dustox,Undirected,Bug
Scizor,Surskit,Undirected,Bug
Scizor,Masquerain,Undirected,Bug
Scizor,Nincada,Undirected,Bug
Scizor,Ninjask,Undirected,Bug
Scizor,Shedinja,Undirected,Bug
Scizor,Volbeat,Undirected,Bug
Scizor,Illumise,Undirected,Bug
Scizor,Anorith,Undirected,Bug
Scizor,Armaldo,Undirected,Bug
Scizor,Kricketot,Undirected,Bug
Scizor,Kricketune,Undirected,Bug
Scizor,Burmy,Undirected,Bug
Scizor,WormadamPlant Cloak,Undirected,Bug
Scizor,WormadamSandy Cloak,Undirected,Bug
Scizor,WormadamTrash Cloak,Undirected,Bug
Scizor,Mothim,Undirected,Bug
Scizor,Combee,Undirected,Bug
Scizor,Vespiquen,Undirected,Bug
Scizor,Skorupi,Undirected,Bug
Scizor,Yanmega,Undirected,Bug
Scizor,Sewaddle,Undirected,Bug
Scizor,Swadloon,Undirected,Bug
Scizor,Leavanny,Undirected,Bug
Scizor,Venipede,Undirected,Bug
Scizor,Whirlipede,Undirected,Bug
Scizor,Scolipede,Undirected,Bug
Scizor,Dwebble,Undirected,Bug
Scizor,Crustle,Undirected,Bug
Scizor,Karrablast,Undirected,Bug
Scizor,Escavalier,Undirected,Bug
Scizor,Joltik,Undirected,Bug
Scizor,Galvantula,Undirected,Bug
Scizor,Shelmet,Undirected,Bug
Scizor,Accelgor,Undirected,Bug
Scizor,Durant,Undirected,Bug
Scizor,Larvesta,Undirected,Bug
Scizor,Volcarona,Undirected,Bug
Scizor,Genesect,Undirected,Bug
Scizor,Scatterbug,Undirected,Bug
Scizor,Spewpa,Undirected,Bug
Scizor,Vivillon,Undirected,Bug
ScizorMega Scizor,Shuckle,Undirected,Bug
ScizorMega Scizor,Heracross,Undirected,Bug
ScizorMega Scizor,HeracrossMega Heracross,Undirected,Bug
ScizorMega Scizor,Wurmple,Undirected,Bug
ScizorMega Scizor,Silcoon,Undirected,Bug
ScizorMega Scizor,Beautifly,Undirected,Bug
ScizorMega Scizor,Cascoon,Undirected,Bug
ScizorMega Scizor,Dustox,Undirected,Bug
ScizorMega Scizor,Surskit,Undirected,Bug
ScizorMega Scizor,Masquerain,Undirected,Bug
ScizorMega Scizor,Nincada,Undirected,Bug
ScizorMega Scizor,Ninjask,Undirected,Bug
ScizorMega Scizor,Shedinja,Undirected,Bug
ScizorMega Scizor,Volbeat,Undirected,Bug
ScizorMega Scizor,Illumise,Undirected,Bug
ScizorMega Scizor,Anorith,Undirected,Bug
ScizorMega Scizor,Armaldo,Undirected,Bug
ScizorMega Scizor,Kricketot,Undirected,Bug
ScizorMega Scizor,Kricketune,Undirected,Bug
ScizorMega Scizor,Burmy,Undirected,Bug
ScizorMega Scizor,WormadamPlant Cloak,Undirected,Bug
ScizorMega Scizor,WormadamSandy Cloak,Undirected,Bug
ScizorMega Scizor,WormadamTrash Cloak,Undirected,Bug
ScizorMega Scizor,Mothim,Undirected,Bug
ScizorMega Scizor,Combee,Undirected,Bug
ScizorMega Scizor,Vespiquen,Undirected,Bug
ScizorMega Scizor,Skorupi,Undirected,Bug
ScizorMega Scizor,Yanmega,Undirected,Bug
ScizorMega Scizor,Sewaddle,Undirected,Bug
ScizorMega Scizor,Swadloon,Undirected,Bug
ScizorMega Scizor,Leavanny,Undirected,Bug
ScizorMega Scizor,Venipede,Undirected,Bug
ScizorMega Scizor,Whirlipede,Undirected,Bug
ScizorMega Scizor,Scolipede,Undirected,Bug
ScizorMega Scizor,Dwebble,Undirected,Bug
ScizorMega Scizor,Crustle,Undirected,Bug
ScizorMega Scizor,Karrablast,Undirected,Bug
ScizorMega Scizor,Escavalier,Undirected,Bug
ScizorMega Scizor,Joltik,Undirected,Bug
ScizorMega Scizor,Galvantula,Undirected,Bug
ScizorMega Scizor,Shelmet,Undirected,Bug
ScizorMega Scizor,Accelgor,Undirected,Bug
ScizorMega Scizor,Durant,Undirected,Bug
ScizorMega Scizor,Larvesta,Undirected,Bug
ScizorMega Scizor,Volcarona,Undirected,Bug
ScizorMega Scizor,Genesect,Undirected,Bug
ScizorMega Scizor,Scatterbug,Undirected,Bug
ScizorMega Scizor,Spewpa,Undirected,Bug
ScizorMega Scizor,Vivillon,Undirected,Bug
Shuckle,Heracross,Undirected,Bug
Shuckle,HeracrossMega Heracross,Undirected,Bug
Shuckle,Wurmple,Undirected,Bug
Shuckle,Silcoon,Undirected,Bug
Shuckle,Beautifly,Undirected,Bug
Shuckle,Cascoon,Undirected,Bug
Shuckle,Dustox,Undirected,Bug
Shuckle,Surskit,Undirected,Bug
Shuckle,Masquerain,Undirected,Bug
Shuckle,Nincada,Undirected,Bug
Shuckle,Ninjask,Undirected,Bug
Shuckle,Shedinja,Undirected,Bug
Shuckle,Volbeat,Undirected,Bug
Shuckle,Illumise,Undirected,Bug
Shuckle,Anorith,Undirected,Bug
Shuckle,Armaldo,Undirected,Bug
Shuckle,Kricketot,Undirected,Bug
Shuckle,Kricketune,Undirected,Bug
Shuckle,Burmy,Undirected,Bug
Shuckle,WormadamPlant Cloak,Undirected,Bug
Shuckle,WormadamSandy Cloak,Undirected,Bug
Shuckle,WormadamTrash Cloak,Undirected,Bug
Shuckle,Mothim,Undirected,Bug
Shuckle,Combee,Undirected,Bug
Shuckle,Vespiquen,Undirected,Bug
Shuckle,Skorupi,Undirected,Bug
Shuckle,Yanmega,Undirected,Bug
Shuckle,Sewaddle,Undirected,Bug
Shuckle,Swadloon,Undirected,Bug
Shuckle,Leavanny,Undirected,Bug
Shuckle,Venipede,Undirected,Bug
Shuckle,Whirlipede,Undirected,Bug
Shuckle,Scolipede,Undirected,Bug
Shuckle,Dwebble,Undirected,Bug
Shuckle,Crustle,Undirected,Bug
Shuckle,Karrablast,Undirected,Bug
Shuckle,Escavalier,Undirected,Bug
Shuckle,Joltik,Undirected,Bug
Shuckle,Galvantula,Undirected,Bug
Shuckle,Shelmet,Undirected,Bug
Shuckle,Accelgor,Undirected,Bug
Shuckle,Durant,Undirected,Bug
Shuckle,Larvesta,Undirected,Bug
Shuckle,Volcarona,Undirected,Bug
Shuckle,Genesect,Undirected,Bug
Shuckle,Scatterbug,Undirected,Bug
Shuckle,Spewpa,Undirected,Bug
Shuckle,Vivillon,Undirected,Bug
Heracross,HeracrossMega Heracross,Undirected,Bug
Heracross,Wurmple,Undirected,Bug
Heracross,Silcoon,Undirected,Bug
Heracross,Beautifly,Undirected,Bug
Heracross,Cascoon,Undirected,Bug
Heracross,Dustox,Undirected,Bug
Heracross,Surskit,Undirected,Bug
Heracross,Masquerain,Undirected,Bug
Heracross,Nincada,Undirected,Bug
Heracross,Ninjask,Undirected,Bug
Heracross,Shedinja,Undirected,Bug
Heracross,Volbeat,Undirected,Bug
Heracross,Illumise,Undirected,Bug
Heracross,Anorith,Undirected,Bug
Heracross,Armaldo,Undirected,Bug
Heracross,Kricketot,Undirected,Bug
Heracross,Kricketune,Undirected,Bug
Heracross,Burmy,Undirected,Bug
Heracross,WormadamPlant Cloak,Undirected,Bug
Heracross,WormadamSandy Cloak,Undirected,Bug
Heracross,WormadamTrash Cloak,Undirected,Bug
Heracross,Mothim,Undirected,Bug
Heracross,Combee,Undirected,Bug
Heracross,Vespiquen,Undirected,Bug
Heracross,Skorupi,Undirected,Bug
Heracross,Yanmega,Undirected,Bug
Heracross,Sewaddle,Undirected,Bug
Heracross,Swadloon,Undirected,Bug
Heracross,Leavanny,Undirected,Bug
Heracross,Venipede,Undirected,Bug
Heracross,Whirlipede,Undirected,Bug
Heracross,Scolipede,Undirected,Bug
Heracross,Dwebble,Undirected,Bug
Heracross,Crustle,Undirected,Bug
Heracross,Karrablast,Undirected,Bug
Heracross,Escavalier,Undirected,Bug
Heracross,Joltik,Undirected,Bug
Heracross,Galvantula,Undirected,Bug
Heracross,Shelmet,Undirected,Bug
Heracross,Accelgor,Undirected,Bug
Heracross,Durant,Undirected,Bug
Heracross,Larvesta,Undirected,Bug
Heracross,Volcarona,Undirected,Bug
Heracross,Genesect,Undirected,Bug
Heracross,Scatterbug,Undirected,Bug
Heracross,Spewpa,Undirected,Bug
Heracross,Vivillon,Undirected,Bug
HeracrossMega Heracross,Wurmple,Undirected,Bug
HeracrossMega Heracross,Silcoon,Undirected,Bug
HeracrossMega Heracross,Beautifly,Undirected,Bug
HeracrossMega Heracross,Cascoon,Undirected,Bug
HeracrossMega Heracross,Dustox,Undirected,Bug
HeracrossMega Heracross,Surskit,Undirected,Bug
HeracrossMega Heracross,Masquerain,Undirected,Bug
HeracrossMega Heracross,Nincada,Undirected,Bug
HeracrossMega Heracross,Ninjask,Undirected,Bug
HeracrossMega Heracross,Shedinja,Undirected,Bug
HeracrossMega Heracross,Volbeat,Undirected,Bug
HeracrossMega Heracross,Illumise,Undirected,Bug
HeracrossMega Heracross,Anorith,Undirected,Bug
HeracrossMega Heracross,Armaldo,Undirected,Bug
HeracrossMega Heracross,Kricketot,Undirected,Bug
HeracrossMega Heracross,Kricketune,Undirected,Bug
HeracrossMega Heracross,Burmy,Undirected,Bug
HeracrossMega Heracross,WormadamPlant Cloak,Undirected,Bug
HeracrossMega Heracross,WormadamSandy Cloak,Undirected,Bug
HeracrossMega Heracross,WormadamTrash Cloak,Undirected,Bug
HeracrossMega Heracross,Mothim,Undirected,Bug
HeracrossMega Heracross,Combee,Undirected,Bug
HeracrossMega Heracross,Vespiquen,Undirected,Bug
HeracrossMega Heracross,Skorupi,Undirected,Bug
HeracrossMega Heracross,Yanmega,Undirected,Bug
HeracrossMega Heracross,Sewaddle,Undirected,Bug
HeracrossMega Heracross,Swadloon,Undirected,Bug
HeracrossMega Heracross,Leavanny,Undirected,Bug
HeracrossMega Heracross,Venipede,Undirected,Bug
HeracrossMega Heracross,Whirlipede,Undirected,Bug
HeracrossMega Heracross,Scolipede,Undirected,Bug
HeracrossMega Heracross,Dwebble,Undirected,Bug
HeracrossMega Heracross,Crustle,Undirected,Bug
HeracrossMega Heracross,Karrablast,Undirected,Bug
HeracrossMega Heracross,Escavalier,Undirected,Bug
HeracrossMega Heracross,Joltik,Undirected,Bug
HeracrossMega Heracross,Galvantula,Undirected,Bug
HeracrossMega Heracross,Shelmet,Undirected,Bug
HeracrossMega Heracross,Accelgor,Undirected,Bug
HeracrossMega Heracross,Durant,Undirected,Bug
HeracrossMega Heracross,Larvesta,Undirected,Bug
HeracrossMega Heracross,Volcarona,Undirected,Bug
HeracrossMega Heracross,Genesect,Undirected,Bug
HeracrossMega Heracross,Scatterbug,Undirected,Bug
HeracrossMega Heracross,Spewpa,Undirected,Bug
HeracrossMega Heracross,Vivillon,Undirected,Bug
Wurmple,Silcoon,Undirected,Bug
Wurmple,Beautifly,Undirected,Bug
Wurmple,Cascoon,Undirected,Bug
Wurmple,Dustox,Undirected,Bug
Wurmple,Surskit,Undirected,Bug
Wurmple,Masquerain,Undirected,Bug
Wurmple,Nincada,Undirected,Bug
Wurmple,Ninjask,Undirected,Bug
Wurmple,Shedinja,Undirected,Bug
Wurmple,Volbeat,Undirected,Bug
Wurmple,Illumise,Undirected,Bug
Wurmple,Anorith,Undirected,Bug
Wurmple,Armaldo,Undirected,Bug
Wurmple,Kricketot,Undirected,Bug
Wurmple,Kricketune,Undirected,Bug
Wurmple,Burmy,Undirected,Bug
Wurmple,WormadamPlant Cloak,Undirected,Bug
Wurmple,WormadamSandy Cloak,Undirected,Bug
Wurmple,WormadamTrash Cloak,Undirected,Bug
Wurmple,Mothim,Undirected,Bug
Wurmple,Combee,Undirected,Bug
Wurmple,Vespiquen,Undirected,Bug
Wurmple,Skorupi,Undirected,Bug
Wurmple,Yanmega,Undirected,Bug
Wurmple,Sewaddle,Undirected,Bug
Wurmple,Swadloon,Undirected,Bug
Wurmple,Leavanny,Undirected,Bug
Wurmple,Venipede,Undirected,Bug
Wurmple,Whirlipede,Undirected,Bug
Wurmple,Scolipede,Undirected,Bug
Wurmple,Dwebble,Undirected,Bug
Wurmple,Crustle,Undirected,Bug
Wurmple,Karrablast,Undirected,Bug
Wurmple,Escavalier,Undirected,Bug
Wurmple,Joltik,Undirected,Bug
Wurmple,Galvantula,Undirected,Bug
Wurmple,Shelmet,Undirected,Bug
Wurmple,Accelgor,Undirected,Bug
Wurmple,Durant,Undirected,Bug
Wurmple,Larvesta,Undirected,Bug
Wurmple,Volcarona,Undirected,Bug
Wurmple,Genesect,Undirected,Bug
Wurmple,Scatterbug,Undirected,Bug
Wurmple,Spewpa,Undirected,Bug
Wurmple,Vivillon,Undirected,Bug
Silcoon,Beautifly,Undirected,Bug
Silcoon,Cascoon,Undirected,Bug
Silcoon,Dustox,Undirected,Bug
Silcoon,Surskit,Undirected,Bug
Silcoon,Masquerain,Undirected,Bug
Silcoon,Nincada,Undirected,Bug
Silcoon,Ninjask,Undirected,Bug
Silcoon,Shedinja,Undirected,Bug
Silcoon,Volbeat,Undirected,Bug
Silcoon,Illumise,Undirected,Bug
Silcoon,Anorith,Undirected,Bug
Silcoon,Armaldo,Undirected,Bug
Silcoon,Kricketot,Undirected,Bug
Silcoon,Kricketune,Undirected,Bug
Silcoon,Burmy,Undirected,Bug
Silcoon,WormadamPlant Cloak,Undirected,Bug
Silcoon,WormadamSandy Cloak,Undirected,Bug
Silcoon,WormadamTrash Cloak,Undirected,Bug
Silcoon,Mothim,Undirected,Bug
Silcoon,Combee,Undirected,Bug
Silcoon,Vespiquen,Undirected,Bug
Silcoon,Skorupi,Undirected,Bug
Silcoon,Yanmega,Undirected,Bug
Silcoon,Sewaddle,Undirected,Bug
Silcoon,Swadloon,Undirected,Bug
Silcoon,Leavanny,Undirected,Bug
Silcoon,Venipede,Undirected,Bug
Silcoon,Whirlipede,Undirected,Bug
Silcoon,Scolipede,Undirected,Bug
Silcoon,Dwebble,Undirected,Bug
Silcoon,Crustle,Undirected,Bug
Silcoon,Karrablast,Undirected,Bug
Silcoon,Escavalier,Undirected,Bug
Silcoon,Joltik,Undirected,Bug
Silcoon,Galvantula,Undirected,Bug
Silcoon,Shelmet,Undirected,Bug
Silcoon,Accelgor,Undirected,Bug
Silcoon,Durant,Undirected,Bug
Silcoon,Larvesta,Undirected,Bug
Silcoon,Volcarona,Undirected,Bug
Silcoon,Genesect,Undirected,Bug
Silcoon,Scatterbug,Undirected,Bug
Silcoon,Spewpa,Undirected,Bug
Silcoon,Vivillon,Undirected,Bug
Beautifly,Cascoon,Undirected,Bug
Beautifly,Dustox,Undirected,Bug
Beautifly,Surskit,Undirected,Bug
Beautifly,Masquerain,Undirected,Bug
Beautifly,Nincada,Undirected,Bug
Beautifly,Ninjask,Undirected,Bug
Beautifly,Shedinja,Undirected,Bug
Beautifly,Volbeat,Undirected,Bug
Beautifly,Illumise,Undirected,Bug
Beautifly,Anorith,Undirected,Bug
Beautifly,Armaldo,Undirected,Bug
Beautifly,Kricketot,Undirected,Bug
Beautifly,Kricketune,Undirected,Bug
Beautifly,Burmy,Undirected,Bug
Beautifly,WormadamPlant Cloak,Undirected,Bug
Beautifly,WormadamSandy Cloak,Undirected,Bug
Beautifly,WormadamTrash Cloak,Undirected,Bug
Beautifly,Mothim,Undirected,Bug
Beautifly,Combee,Undirected,Bug
Beautifly,Vespiquen,Undirected,Bug
Beautifly,Skorupi,Undirected,Bug
Beautifly,Yanmega,Undirected,Bug
Beautifly,Sewaddle,Undirected,Bug
Beautifly,Swadloon,Undirected,Bug
Beautifly,Leavanny,Undirected,Bug
Beautifly,Venipede,Undirected,Bug
Beautifly,Whirlipede,Undirected,Bug
Beautifly,Scolipede,Undirected,Bug
Beautifly,Dwebble,Undirected,Bug
Beautifly,Crustle,Undirected,Bug
Beautifly,Karrablast,Undirected,Bug
Beautifly,Escavalier,Undirected,Bug
Beautifly,Joltik,Undirected,Bug
Beautifly,Galvantula,Undirected,Bug
Beautifly,Shelmet,Undirected,Bug
Beautifly,Accelgor,Undirected,Bug
Beautifly,Durant,Undirected,Bug
Beautifly,Larvesta,Undirected,Bug
Beautifly,Volcarona,Undirected,Bug
Beautifly,Genesect,Undirected,Bug
Beautifly,Scatterbug,Undirected,Bug
Beautifly,Spewpa,Undirected,Bug
Beautifly,Vivillon,Undirected,Bug
Cascoon,Dustox,Undirected,Bug
Cascoon,Surskit,Undirected,Bug
Cascoon,Masquerain,Undirected,Bug
Cascoon,Nincada,Undirected,Bug
Cascoon,Ninjask,Undirected,Bug
Cascoon,Shedinja,Undirected,Bug
Cascoon,Volbeat,Undirected,Bug
Cascoon,Illumise,Undirected,Bug
Cascoon,Anorith,Undirected,Bug
Cascoon,Armaldo,Undirected,Bug
Cascoon,Kricketot,Undirected,Bug
Cascoon,Kricketune,Undirected,Bug
Cascoon,Burmy,Undirected,Bug
Cascoon,WormadamPlant Cloak,Undirected,Bug
Cascoon,WormadamSandy Cloak,Undirected,Bug
Cascoon,WormadamTrash Cloak,Undirected,Bug
Cascoon,Mothim,Undirected,Bug
Cascoon,Combee,Undirected,Bug
Cascoon,Vespiquen,Undirected,Bug
Cascoon,Skorupi,Undirected,Bug
Cascoon,Yanmega,Undirected,Bug
Cascoon,Sewaddle,Undirected,Bug
Cascoon,Swadloon,Undirected,Bug
Cascoon,Leavanny,Undirected,Bug
Cascoon,Venipede,Undirected,Bug
Cascoon,Whirlipede,Undirected,Bug
Cascoon,Scolipede,Undirected,Bug
Cascoon,Dwebble,Undirected,Bug
Cascoon,Crustle,Undirected,Bug
Cascoon,Karrablast,Undirected,Bug
Cascoon,Escavalier,Undirected,Bug
Cascoon,Joltik,Undirected,Bug
Cascoon,Galvantula,Undirected,Bug
Cascoon,Shelmet,Undirected,Bug
Cascoon,Accelgor,Undirected,Bug
Cascoon,Durant,Undirected,Bug
